ingredient_name,drug_concept_id,drug_concept_name,concept_class_id,vocabulary_id,dose_form
nifedipine,41258896,Nifedipine 20 MG Extended Release Oral Tablet [Corotrend] Box of 100 by Kytta Siegfried,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
labetalol,21095498,Labetalol 5 MG/ML Oral Suspension,Clinical Drug,RxNorm Extension,Oral Suspension
nifedipine,41165591,Nifedipine 40 MG Extended Release Oral Tablet [Nifedipin Sandoz] Box of 100 by Novartis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40904904,Nifedipine 40 MG Extended Release Oral Tablet [Dignokonstant] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41155122,Nifedipine 60 MG Extended Release Oral Tablet [Nifedipin Stada] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43801092,Nifedipine 20 MG Oral Capsule [Nifehexal] by Hexal,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41009165,Nifedipine 5 MG Oral Capsule [Nifeclair] Box of 20 by Hennig,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21064633,Nifedipine 30 MG Extended Release Oral Tablet [Nimodrel XL] by Zurich,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43837369,Nifedipine Oral Solution [Bukonif-5],Branded Drug Form,RxNorm Extension,Oral Solution
nifedipine,21153005,Nifedipine 20 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by Lexon,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21113707,Nifedipine 10 MG Extended Release Oral Tablet by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40884507,Nifedipine 10 MG Oral Capsule [Nife Abz] Box of 100 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41144248,Nifedipine Oral Solution [Pidilat],Branded Drug Form,RxNorm Extension,Oral Solution
nifedipine,41271689,Nifedipine 10 MG Oral Capsule Box of 500,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41021845,Nifedipine 0.667 MG/ML Oral Solution Box of 5,Clinical Drug Box,RxNorm Extension,Oral Solution
nifedipine,40977799,Nifedipine 10 MG Oral Capsule [Adalat] Box of 30 by Mtk,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41217508,Nifedipine 40 MG Oral Tablet [Dignokonstant] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41092453,Nifedipine 10 MG Oral Tablet [Pidilat] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41147411,Nifedipine 60 MG Oral Tablet Box of 98,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41081422,Nifedipine Oral Tablet [Dignokonstant],Branded Drug Form,RxNorm Extension,Oral Tablet
labetalol,41062420,Labetalol 100 MG Oral Tablet [Trandate] Box of 2500,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40998675,Nifedipine 40 MG Oral Tablet [Nifedipat],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,41389355,30 ML Nifedipine 20 MG/ML Oral Solution [Nifecor],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,36939237,30 ML nifedipine 20 MG/ML Oral Solution by Drug Tariff Special Order,Marketed Product,RxNorm Extension,Oral Solution
nifedipine,40904929,Nifedipine 10 MG Oral Tablet [Nifeclair],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,41299654,Nifedipine Oral Tablet [Nifreal],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,40884512,Nifedipine 10 MG Oral Tablet [Nifical] Box of 20 by Sanofi,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,40727622,Labetalol 400 MG Oral Tablet by Sigma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40842777,Nifedipine 60 MG Oral Tablet [Nife-Ct] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40959640,Nifedipine 10 MG Oral Tablet Box of 2000,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41147417,Nifedipine 30 MG Oral Tablet Box of 30,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,35753780,Nifedipine Delayed Release Oral Tablet [Hypolar],Branded Drug Form,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35747323,Nifedipine 30 MG Delayed Release Oral Tablet [Adalat LA] by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
labetalol,35759214,Labetalol 200 MG Delayed Release Oral Tablet Box of 56 by DE,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,41279341,Nifedipine 10 MG Oral Capsule [Nife Wolff] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,36272914,Nifedipine 30 MG Extended Release Oral Capsule [Adalat] Box of 28,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,36266268,Nifedipine 30 MG Extended Release Oral Capsule [Adalat] Box of 28 by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41123683,Nifedipine 5 MG Oral Capsule [Nife-Ct],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40946803,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Stada] Box of 100 by Stada,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36419769,Nifedipine 50 MG Extended Release Oral Tablet [Corinfar] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,44101515,Nifedipine 30 MG Extended Release Oral Tablet by Sivem,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21025355,Nifedipine 5 MG Oral Capsule Box of 84 by Actavis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41196996,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Pb] Box of 100 by PB,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43184632,Nifedipine 20 MG Extended Release Oral Tablet [NIFEDIPINE RPG] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
labetalol,21026828,Labetalol Oral Suspension,Clinical Drug Form,RxNorm Extension,Oral Suspension
nifedipine,35150386,Nifedipine 20 MG Extended Release Oral Tablet by Sanwa Kagaku,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35887739,nifedipine 60 MG Extended Release Oral Tablet Box of 28 by Morningside,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41092446,Nifedipine 40 MG Extended Release Oral Tablet [Nifedipin Sandoz] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41053097,Nifedipine 30 MG Extended Release Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41009145,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 100 by Shire,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21035083,Nifedipine 20 MG Extended Release Oral Tablet Box of 56 by Colorama,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21116699,1 ML Nifedipine 4 MG/ML Oral Suspension,Quant Clinical Drug,RxNorm Extension,Oral Suspension
nifedipine,44030840,Nifedipine Oral Capsule [Dom-Nifedipine],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,41081416,Nifedipine Extended Release Oral Tablet [Duranifin],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40967362,Nifedipine 5 MG Oral Capsule [Nifedipat] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40904937,Nifedipine 5 MG Oral Capsule [Duranifin],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,21143126,Nifedipine 10 MG Oral Capsule Box of 84 by Kent,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21054762,Nifedipine 20 MG Extended Release Oral Tablet [Valni],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21172599,Nifedipine 20 MG Extended Release Oral Tablet Box of 56 by Niche,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21093985,Nifedipine 40 MG Extended Release Oral Tablet [Fortipine LA] by AMCo,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21084223,Nifedipine 20 MG Extended Release Oral Tablet Box of 56 by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
labetalol,21056253,Labetalol 100 MG Oral Tablet Box of 250,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40835002,Nifedipine 10 MG Oral Capsule Box of 1800,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41186233,Nifedipine 5 MG Oral Capsule [Nife Basf] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40967367,Nifedipine 5 MG Oral Capsule [Aprical] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41165618,Nifedipine 5 MG Oral Capsule [Nife Basf] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41049948,Nifedipine Oral Capsule [Nifical],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,41290007,Nifedipine 20 MG Oral Tablet [Adalat] Box of 50 by Mtk,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41258897,Nifedipine 20 MG Oral Tablet [Corotrend] Box of 50 by Kytta Siegfried,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40990867,Nifedipine 0.667 MG/ML Oral Solution,Clinical Drug,RxNorm Extension,Oral Solution
nifedipine,40853281,Nifedipine 10 MG Oral Capsule [Corotrend] Box of 100 by Kytta Siegfried,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41271694,Nifedipine 50 MG Oral Tablet,Clinical Drug,RxNorm Extension,Oral Tablet
nifedipine,41155164,Nifedipine 20 MG Oral Tablet [Nifsigma],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,40915494,Nifedipine 20 MG Oral Tablet Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40987688,Nifedipine Oral Tablet [Tp Mtk],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,40946828,Nifedipine 50 MG Oral Tablet [Corinfar] Box of 50 by TEVA,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,44101887,Labetalol 200 MG Oral Tablet [Trandate] by Glaxosmithkline,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,43277951,Labetalol Oral Tablet [Presolol],Branded Drug Form,RxNorm Extension,Oral Tablet
labetalol,36968993,labetalol 100 MG Oral Tablet by Viatris Healthcare,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,21056251,Labetalol 100 MG Oral Tablet by Waymade,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40998684,Nifedipine 10 MG Oral Tablet [Nifedipin Verla] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41310665,Nifedipine 30 MG Oral Tablet [Nifedipin Stada] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41258892,Nifedipine 20 MG Oral Tablet [Nifeclair] Box of 20 by Hennig,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43184626,Nifedipine 30 MG Delayed Release Oral Tablet [CHRONADALATE L] Box of 30,Branded Drug Box,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35766193,Nifedipine Delayed Release Oral Tablet [Adipin],Branded Drug Form,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,43140581,Nifedipine Delayed Release Oral Tablet [CHRONADALATE L],Branded Drug Form,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35143524,1000 MG Nifedipine 0.02 MG/MG Oral Granules,Quant Clinical Drug,RxNorm Extension,Oral Granules
nifedipine,41186241,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin Heumann] Box of 500,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,21035082,Nifedipine 20 MG Extended Release Oral Tablet Box of 14,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36813870,Nifedipine 30 MG Extended Release Oral Tablet [Adanif XL] Box of 28 by AMCo,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35751458,Nifedipine 10 MG Extended Release Oral Capsule [Angiopine] Box of 84 by Ashbourne,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,43711227,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin-ratiopharm],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,21133172,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 100 by Waymade,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43837374,Nifedipine 20 MG Extended Release Oral Capsule [Nif Ten] by Astrazeneca,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41197022,Nifedipine 20 MG Extended Release Oral Tablet [Corotrend] Box of 30 by Novartis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41029720,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Verla],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40866135,Nifedipine 10 MG Extended Release Oral Tablet Box of 1000,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842779,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258881,Nifedipine 30 MG Extended Release Oral Tablet [Nife-Ct] Box of 30 by AbZ-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35887740,nifedipine 60 MG Extended Release Oral Tablet by Morningside,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060886,Nifedipine 5 MG Oral Capsule [Pidilat] Box of 250,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,35146820,Nifedipine 40 MG Extended Release Oral Tablet [Adalat],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41196994,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 50 by Medice,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41197017,Nifedipine 20 MG Extended Release Oral Tablet [Nife Isis] Box of 30 by Puren,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41029755,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 300,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998730,Nifedipine 20 MG Extended Release Oral Tablet [Nife 1a Pharma] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41289971,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 28 by Medice,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41248583,Nifedipine 5 MG Oral Capsule [Nife Puren],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,41009144,Nifedipine 60 MG Extended Release Oral Tablet [Nife-Ct] Box of 100 by AbZ-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41302810,Nifedipine 10 MG Oral Capsule Box of 300,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,21035091,Nifedipine 20 MG Extended Release Oral Tablet [Calchan MR] by Ranbaxy,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21133185,Nifedipine 30 MG Extended Release Oral Tablet Box of 28 by Ennogen,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40866140,Nifedipine 20 MG Extended Release Oral Tablet Box of 1000,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41386082,30 ML Nifedipine 0.667 MG/ML Oral Solution [Nifedipin Stada] Box of 1 by Stada,Marketed Product,RxNorm Extension,Oral Solution
labetalol,36261157,Labetalol 100 MG Oral Tablet [Trandate] Box of 75 by Aspen,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41060880,Nifedipine 10 MG Oral Capsule [Adalate] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40853318,Nifedipine 20 MG Oral Capsule [Nifehexal] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41386829,30 ML Nifedipine 0.667 MG/ML Oral Solution [Nife-Ct],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,21093983,Nifedipine 5 MG Oral Capsule [Adalat] Box of 90 by Bayer,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40904917,Nifedipine 10 MG Oral Tablet [Pidilat] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,40844406,Labetalol 200 MG Oral Tablet [Trandate] Box of 1000,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40904955,Nifedipine 20 MG Oral Tablet [Nifeclair] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,21028538,1 ML Labetalol 5 MG/ML Oral Solution,Quant Clinical Drug,RxNorm Extension,Oral Solution
nifedipine,41178438,Nifedipine 40 MG Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Oral Tablet
labetalol,40875608,Labetalol 200 MG Oral Tablet [Trandate] Box of 500,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,21046496,Labetalol 400 MG Oral Tablet Box of 56 by A A H,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41248615,Nifedipine 20 MG Oral Tablet [Adalat] Box of 500,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40915490,Nifedipine 20 MG Oral Tablet [Adalat] Box of 100 by Opti,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40977780,Nifedipine 40 MG Oral Tablet [Nifehexal] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41217582,Nifedipine 20 MG Oral Tablet [Jutadilat] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,43261978,Nifedipine 20 MG Oral Tablet by Chemmart,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41289964,Nifedipine 40 MG Oral Tablet [Cisday] Box of 20 by Kytta Siegfried,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41197002,Nifedipine 10 MG Oral Tablet [Adalat] Box of 100 by Bayer,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,35759815,Nifedipine 30 MG Delayed Release Oral Tablet Box of 28 by A A H,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,21133179,Nifedipine 10 MG Extended Release Oral Tablet [Angiopine MR] Box of 56,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41389361,30 ML Nifedipine 0.667 MG/ML Oral Solution [Corotrend],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,41388221,30 ML Nifedipine 0.667 MG/ML Oral Solution [Nifedipin Stada],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,44101513,Nifedipine 60 MG Extended Release Oral Tablet [Adalat] by Miles,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35772517,Nifedipine 10 MG Extended Release Oral Capsule [Angiopine] by Ashbourne,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
labetalol,21146290,1 ML Labetalol 15 MG/ML Oral Suspension,Quant Clinical Drug,RxNorm Extension,Oral Suspension
labetalol,44050294,Labetalol 100 MG Oral Tablet [Trandate] by Paladin,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43801100,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Pb] by Chem Affairs Deutschland,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35155017,Nifedipine 10 MG Extended Release Oral Tablet [Casanmil],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41240866,Nifedipine 20 MG Extended Release Oral Capsule Box of 500,Clinical Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,36066798,nifedipine 60 MG Extended Release Oral Tablet [Adalat LA] by Pilsco,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41228073,Nifedipine 10 MG Oral Capsule Box of 100 by GDS,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41228056,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 98 by Shire,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998698,Nifedipine 10 MG Oral Capsule [Duranifin] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40967390,Nifedipine 20 MG Oral Capsule [Aprical] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41060926,Nifedipine 20 MG Extended Release Oral Tablet [Cordicant],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43657443,Nifedipine 10 MG Oral Capsule [Nifedipin Stada],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,41123666,Nifedipine 10 MG Extended Release Oral Tablet [Corinfar] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060910,Nifedipine 20 MG Extended Release Oral Tablet [Nifedipin Stada] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41206760,Nifedipine Oral Capsule [Nifedipin Verla],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,40873999,Nifedipine 10 MG Extended Release Oral Tablet [Nife Basf] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40904924,Nifedipine 10 MG Oral Capsule [Nifedipin Verla] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,21054761,Nifedipine 20 MG Extended Release Oral Tablet Box of 56 by Ennogen,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21054763,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 56 by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41071538,Nifedipine 40 MG Extended Release Oral Tablet [Nifecor] Box of 50 by 3M,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43657444,Nifedipine 10 MG Oral Capsule [Nifedipin Pb],Branded Drug,RxNorm Extension,Oral Capsule
labetalol,21105360,Labetalol 100 MG Oral Tablet Box of 56 by DE,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41386511,30 ML Nifedipine 20 MG/ML Oral Solution [Aprical],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,41385245,30 ML Nifedipine 0.667 MG/ML Oral Solution Box of 10,Quant Clinical Box,RxNorm Extension,Oral Solution
nifedipine,40853284,Nifedipine 10 MG Oral Capsule [Adalat] Box of 100 by Mtk,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41081421,Nifedipine Oral Capsule [Aprical],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,41258905,Nifedipine 20 MG Oral Capsule Box of 50 by Ratiopharm,Marketed Product,RxNorm Extension,Oral Capsule
labetalol,35160069,Labetalol 100 MG Oral Tablet by Towa,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40874015,Nifedipine 5 MG Oral Capsule [Nifeclair] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41321269,Nifedipine 10 MG Oral Capsule [Corinfar] Box of 50 by TEVA,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41165606,Nifedipine 10 MG Oral Capsule [Aprical] Box of 100 by Medice,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41279351,Nifedipine 20 MG/ML Oral Solution [Cordicant] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41155152,Nifedipine 0.667 MG/ML Oral Solution [Corinfar],Branded Drug,RxNorm Extension,Oral Solution
nifedipine,40915485,Nifedipine 20 MG Oral Tablet [Nifedipin Basics] Box of 50 by Basics,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,21046501,Labetalol 100 MG Oral Tablet Box of 56 by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,44088516,Nifedipine 10 MG Oral Tablet [Apo-Nifed] by Apotex,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,40727612,Labetalol 100 MG Oral Tablet [Trandate] Box of 56 by RPH,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41217511,Nifedipine 60 MG Oral Tablet [Nifedipin Basics] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,41053670,Labetalol 200 MG Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40967378,Nifedipine 20 MG Oral Tablet [Nifedipin Basics] Box of 30,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41290008,Nifedipine 20 MG Oral Tablet [Adalat] Box of 50 by Gruenewald,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40904899,Nifedipine 40 MG Oral Tablet [Nifehexal] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41081415,Nifedipine Oral Tablet [Mtw Nifedipin],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,40915451,Nifedipine 40 MG Oral Tablet [Cordicant] Box of 20 by Mundipharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,35772527,Nifedipine 30 MG Delayed Release Oral Tablet [Adalat LA] by Waymade,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,43162761,Nifedipine 30 MG Delayed Release Oral Tablet [CHRONADALATE L] Box of 100 by Bayer,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35755693,Nifedipine 30 MG Delayed Release Oral Tablet Box of 28 by Colorama,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,43206506,Nifedipine 30 MG Delayed Release Oral Tablet [CHRONADALATE L] Box of 30 by Bayer,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,21133162,Nifedipine Oral Suspension,Clinical Drug Form,RxNorm Extension,Oral Suspension
nifedipine,21162884,Nifedipine 10 MG Extended Release Oral Tablet [Hypolar],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21054771,Nifedipine 10 MG Extended Release Oral Tablet Box of 56 by Alliance,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35831268,nifedipine 10 MG Extended Release Oral Tablet by Sawai,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40977810,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 98 by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40904912,Nifedipine 60 MG Extended Release Oral Tablet [Adalat] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35759806,Nifedipine 10 MG Extended Release Oral Capsule [Adalat] Box of 50 by DE,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41071559,Nifedipine 20 MG Extended Release Oral Capsule [Nife Puren] Box of 20 by Puren,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,21044941,Nifedipine 20 MG Extended Release Oral Tablet Box of 56,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,42657629,Nifedipine 60 MG Extended Release Oral Capsule Box of 56 by Eurogenerics,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41217560,Nifedipine 20 MG Extended Release Oral Capsule [Am Nifedipin],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
